-0.24334641	0.15886775	-0.2177079	-0.24094057	-0.06591721	0.07235704	0.11023172	-0.27229404	-0.6271698	0.063358575	-0.010837823	-0.06386751	-0.1881631	0.12166736	0.36726052	0.24276729
-0.053279195	0.51881987	-0.33531836	-0.34085628	-0.35901338	0.15632477	0.66306025	-0.4292434	0.014040678	0.5141008	-0.20886083	-0.14323811	-0.7069295	-0.14822917	0.5179103	0.1987977
0.0775543	-0.29175836	-0.07690665	-0.31900513	0.09130529	-0.19863513	-0.12743296	-0.19430448	-0.67884696	-0.11074745	0.088669695	-0.13470614	-0.12364105	0.26317176	0.28385714	-0.15562761
-0.124725364	-0.17140767	-0.058414392	-0.24649182	0.062250104	-0.044884324	-0.09470116	-0.03571485	-0.55434227	-0.1589222	0.02755451	-0.079546526	0.06713728	0.2672803	0.25420946	0.051917173
-0.25916818	-0.057878852	-0.2649021	0.03304121	-0.13192597	0.18088561	-0.2613433	-0.12735492	-0.52936894	-0.057418555	0.24144286	0.17582355	-0.009499806	-0.00051364384	0.01033969	0.12450657
0.3796049	-0.5118398	0.42276478	-0.5805979	0.5308661	-0.5409991	-0.21546726	0.1337558	-0.65947443	-0.5874455	-0.05412786	-0.5508818	0.2171294	0.60820097	0.50016284	-0.3179696
-0.24970305	0.35447246	-0.1575036	-0.19928506	-0.13682877	0.13767488	0.23066048	-0.21199676	-0.3207634	0.2839177	-0.24605247	-0.114023	-0.33144334	0.043848485	0.2850093	0.29901892
-0.24991584	0.22059092	-0.13901795	-0.10452975	-0.12418582	0.039376266	0.064413644	-0.20840001	-0.5671629	0.16015801	-0.062295415	-0.13594702	-0.10278405	-0.034731086	0.17177954	0.17843148
-0.22097637	-0.53312457	0.3133772	-0.0077393115	0.50596297	-0.19140811	-0.71217376	0.22728774	-0.94682854	-0.5390346	0.3813795	-0.15291277	0.7138562	0.5444928	-0.19815627	-0.16647595
0.0617086	-0.026477804	0.09558577	-0.34944624	0.2179621	-0.22252777	0.15207401	-0.07652044	-0.38002363	0.0020618436	-0.19822143	-0.3186589	-0.1557891	0.23394416	0.36680797	-0.0762482
-0.4494089	0.89775455	0.3082505	-0.16675651	0.116128266	-0.07443735	0.58334225	0.16498329	0.12548068	0.27090523	-0.558319	-0.37173146	-0.48608017	0.1425466	0.38323474	0.5228572
-0.4908594	0.50890887	0.0665272	0.27276176	-0.06819549	0.31179187	-0.051022407	-0.049944967	-0.70088184	0.16483107	-0.20592114	-0.1162374	0.32632357	-0.058338534	0.2154661	0.31564236
